BN,DATO' CHE LAH (DCL),MALE,,897,PH,HAJI WAN JO,MALE,,124,PAS,DATO' KAK TAZ,FEMALE,,1339,PUTRA,ASRI ALI,MALE,,8,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,7,,,,,
BN,DATO' CHE LAH (DCL),MALE,,58,PH,HAJI WAN JO,MALE,,8,PAS,DATO' KAK TAZ,FEMALE,,35,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,148,PH,HAJI WAN JO,MALE,,3,PAS,DATO' KAK TAZ,FEMALE,,69,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
BN,DATO' CHE LAH (DCL),MALE,,9,PH,HAJI WAN JO,MALE,,0,PAS,DATO' KAK TAZ,FEMALE,,4,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,20,PH,HAJI WAN JO,MALE,,1,PAS,DATO' KAK TAZ,FEMALE,,15,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,74,PH,HAJI WAN JO,MALE,,20,PAS,DATO' KAK TAZ,FEMALE,,55,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,106,PH,HAJI WAN JO,MALE,,30,PAS,DATO' KAK TAZ,FEMALE,,89,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,154,PH,HAJI WAN JO,MALE,,40,PAS,DATO' KAK TAZ,FEMALE,,170,PUTRA,ASRI ALI,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
BN,DATO' CHE LAH (DCL),MALE,,123,PH,HAJI WAN JO,MALE,,37,PAS,DATO' KAK TAZ,FEMALE,,178,PUTRA,ASRI ALI,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,3,,,,,
BN,DATO' CHE LAH (DCL),MALE,,97,PH,HAJI WAN JO,MALE,,38,PAS,DATO' KAK TAZ,FEMALE,,194,PUTRA,ASRI ALI,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,3,,,,,
BN,DATO' CHE LAH (DCL),MALE,,148,PH,HAJI WAN JO,MALE,,42,PAS,DATO' KAK TAZ,FEMALE,,248,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,43,PH,HAJI WAN JO,MALE,,10,PAS,DATO' KAK TAZ,FEMALE,,85,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
BN,DATO' CHE LAH (DCL),MALE,,55,PH,HAJI WAN JO,MALE,,10,PAS,DATO' KAK TAZ,FEMALE,,98,PUTRA,ASRI ALI,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
BN,DATO' CHE LAH (DCL),MALE,,81,PH,HAJI WAN JO,MALE,,8,PAS,DATO' KAK TAZ,FEMALE,,138,PUTRA,ASRI ALI,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,115,PH,HAJI WAN JO,MALE,,34,PAS,DATO' KAK TAZ,FEMALE,,255,PUTRA,ASRI ALI,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
BN,DATO' CHE LAH (DCL),MALE,,112,PH,HAJI WAN JO,MALE,,29,PAS,DATO' KAK TAZ,FEMALE,,267,PUTRA,ASRI ALI,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,97,PH,HAJI WAN JO,MALE,,29,PAS,DATO' KAK TAZ,FEMALE,,303,PUTRA,ASRI ALI,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,118,PH,HAJI WAN JO,MALE,,25,PAS,DATO' KAK TAZ,FEMALE,,309,PUTRA,ASRI ALI,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,116,PH,HAJI WAN JO,MALE,,31,PAS,DATO' KAK TAZ,FEMALE,,381,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,62,PH,HAJI WAN JO,MALE,,3,PAS,DATO' KAK TAZ,FEMALE,,140,PUTRA,ASRI ALI,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,0,,,,,
BN,DATO' CHE LAH (DCL),MALE,,77,PH,HAJI WAN JO,MALE,,7,PAS,DATO' KAK TAZ,FEMALE,,193,PUTRA,ASRI ALI,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL AZUAN,MALE,,1,,,,,
