BN,DATO SIVARAJ CHANDRAN,MALE,,56,PH,DR. SOFEE RAZAK,MALE,,149,PN,DATO' CIKGU AZMAN,MALE,,439,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,6,PH,DR. SOFEE RAZAK,MALE,,6,PN,DATO' CIKGU AZMAN,MALE,,37,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,2,PH,DR. SOFEE RAZAK,MALE,,2,PN,DATO' CIKGU AZMAN,MALE,,18,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,27,PH,DR. SOFEE RAZAK,MALE,,56,PN,DATO' CIKGU AZMAN,MALE,,192,PEJUANG,HAMZAH ABD RAHMAN,MALE,,3,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,2,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,28,PH,DR. SOFEE RAZAK,MALE,,59,PN,DATO' CIKGU AZMAN,MALE,,251,PEJUANG,HAMZAH ABD RAHMAN,MALE,,8,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,16,PH,DR. SOFEE RAZAK,MALE,,93,PN,DATO' CIKGU AZMAN,MALE,,497,PEJUANG,HAMZAH ABD RAHMAN,MALE,,2,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,16,PH,DR. SOFEE RAZAK,MALE,,90,PN,DATO' CIKGU AZMAN,MALE,,491,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,1,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,21,PH,DR. SOFEE RAZAK,MALE,,68,PN,DATO' CIKGU AZMAN,MALE,,427,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,11,PH,DR. SOFEE RAZAK,MALE,,81,PN,DATO' CIKGU AZMAN,MALE,,382,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,7,PH,DR. SOFEE RAZAK,MALE,,75,PN,DATO' CIKGU AZMAN,MALE,,411,PEJUANG,HAMZAH ABD RAHMAN,MALE,,0,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
BN,DATO SIVARAJ CHANDRAN,MALE,,14,PH,DR. SOFEE RAZAK,MALE,,72,PN,DATO' CIKGU AZMAN,MALE,,449,PEJUANG,HAMZAH ABD RAHMAN,MALE,,1,,,,,,,,,,,WARISAN,MOHD BAKHRI BIN HAJI HASHIM,MALE,,0,,,,,
