BN,HJ. ROSMADI ISMAIL,MALE,,545,PH,DR HAFIDZAH,FEMALE,,340,PAS,DATUK SERI TAKIYUDDIN,MALE,,878,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,10,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,2
BN,HJ. ROSMADI ISMAIL,MALE,,207,PH,DR HAFIDZAH,FEMALE,,21,PAS,DATUK SERI TAKIYUDDIN,MALE,,158,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,1,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,0
BN,HJ. ROSMADI ISMAIL,MALE,,198,PH,DR HAFIDZAH,FEMALE,,15,PAS,DATUK SERI TAKIYUDDIN,MALE,,169,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,3,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,0
BN,HJ. ROSMADI ISMAIL,MALE,,60,PH,DR HAFIDZAH,FEMALE,,63,PAS,DATUK SERI TAKIYUDDIN,MALE,,137,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,2,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,2
BN,HJ. ROSMADI ISMAIL,MALE,,73,PH,DR HAFIDZAH,FEMALE,,81,PAS,DATUK SERI TAKIYUDDIN,MALE,,163,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,2,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,1
BN,HJ. ROSMADI ISMAIL,MALE,,110,PH,DR HAFIDZAH,FEMALE,,105,PAS,DATUK SERI TAKIYUDDIN,MALE,,254,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,1,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,2
BN,HJ. ROSMADI ISMAIL,MALE,,80,PH,DR HAFIDZAH,FEMALE,,92,PAS,DATUK SERI TAKIYUDDIN,MALE,,211,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,2,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,0
BN,HJ. ROSMADI ISMAIL,MALE,,84,PH,DR HAFIDZAH,FEMALE,,76,PAS,DATUK SERI TAKIYUDDIN,MALE,,221,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,5,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,0
BN,HJ. ROSMADI ISMAIL,MALE,,91,PH,DR HAFIDZAH,FEMALE,,93,PAS,DATUK SERI TAKIYUDDIN,MALE,,199,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,3,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,1
BN,HJ. ROSMADI ISMAIL,MALE,,59,PH,DR HAFIDZAH,FEMALE,,88,PAS,DATUK SERI TAKIYUDDIN,MALE,,225,PUTRA,PROF. DATO DR CHE MUSA CHE OMAR,MALE,,1,,,,,,,,,,,,,,,,PRM,ANDY TAN @ AWANG,MALE,,1
