BN,PROF UST ZUL,MALE,,432,PH,DR SHAH,MALE,,85,PAS,KAK LAH,FEMALE,,823,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,21,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,4
BN,PROF UST ZUL,MALE,,44,PH,DR SHAH,MALE,,0,PAS,KAK LAH,FEMALE,,15,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,1,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,33,PH,DR SHAH,MALE,,0,PAS,KAK LAH,FEMALE,,8,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,0,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,6,PH,DR SHAH,MALE,,0,PAS,KAK LAH,FEMALE,,4,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,0,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,192,PH,DR SHAH,MALE,,7,PAS,KAK LAH,FEMALE,,69,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,1,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,77,PH,DR SHAH,MALE,,33,PAS,KAK LAH,FEMALE,,162,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,9,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,90,PH,DR SHAH,MALE,,47,PAS,KAK LAH,FEMALE,,249,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,12,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,3
BN,PROF UST ZUL,MALE,,51,PH,DR SHAH,MALE,,30,PAS,KAK LAH,FEMALE,,272,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,10,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,67,PH,DR SHAH,MALE,,44,PAS,KAK LAH,FEMALE,,341,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,8,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
BN,PROF UST ZUL,MALE,,55,PH,DR SHAH,MALE,,36,PAS,KAK LAH,FEMALE,,182,PUTRA,DATO' DR. IBRAHIM ALI,MALE,,6,,,,,,,,,,,,,,,,PRM,DATUK ZAIN,MALE,,0
