BN,KAK LONG,FEMALE,,517,PH,DR.WAN AHMAD KAMIL,MALE,,271,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,1253,PEJUANG,RIZAL,MALE,,24,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,11,PH,DR.WAN AHMAD KAMIL,MALE,,2,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,2,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,33,PH,DR.WAN AHMAD KAMIL,MALE,,5,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,37,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,34,PH,DR.WAN AHMAD KAMIL,MALE,,30,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,70,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,56,PH,DR.WAN AHMAD KAMIL,MALE,,63,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,190,PEJUANG,RIZAL,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,79,PH,DR.WAN AHMAD KAMIL,MALE,,64,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,155,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,85,PH,DR.WAN AHMAD KAMIL,MALE,,72,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,177,PEJUANG,RIZAL,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,88,PH,DR.WAN AHMAD KAMIL,MALE,,77,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,286,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,104,PH,DR.WAN AHMAD KAMIL,MALE,,80,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,264,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,92,PH,DR.WAN AHMAD KAMIL,MALE,,119,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,357,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,75,PH,DR.WAN AHMAD KAMIL,MALE,,57,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,178,PEJUANG,RIZAL,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,70,PH,DR.WAN AHMAD KAMIL,MALE,,57,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,221,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,63,PH,DR.WAN AHMAD KAMIL,MALE,,68,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,319,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,55,PH,DR.WAN AHMAD KAMIL,MALE,,80,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,295,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,73,PH,DR.WAN AHMAD KAMIL,MALE,,102,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,321,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,95,PH,DR.WAN AHMAD KAMIL,MALE,,38,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,191,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,88,PH,DR.WAN AHMAD KAMIL,MALE,,39,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,277,PEJUANG,RIZAL,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,63,PH,DR.WAN AHMAD KAMIL,MALE,,58,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,304,PEJUANG,RIZAL,MALE,,7,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,68,PH,DR.WAN AHMAD KAMIL,MALE,,38,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,203,PEJUANG,RIZAL,MALE,,5,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,79,PH,DR.WAN AHMAD KAMIL,MALE,,51,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,283,PEJUANG,RIZAL,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,35,PH,DR.WAN AHMAD KAMIL,MALE,,37,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,294,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,46,PH,DR.WAN AHMAD KAMIL,MALE,,47,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,268,PEJUANG,RIZAL,MALE,,11,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,66,PH,DR.WAN AHMAD KAMIL,MALE,,49,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,313,PEJUANG,RIZAL,MALE,,8,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,58,PH,DR.WAN AHMAD KAMIL,MALE,,41,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,196,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,52,PH,DR.WAN AHMAD KAMIL,MALE,,41,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,264,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,67,PH,DR.WAN AHMAD KAMIL,MALE,,45,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,258,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,80,PH,DR.WAN AHMAD KAMIL,MALE,,55,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,153,PEJUANG,RIZAL,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,111,PH,DR.WAN AHMAD KAMIL,MALE,,82,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,286,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,78,PH,DR.WAN AHMAD KAMIL,MALE,,82,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,267,PEJUANG,RIZAL,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,72,PH,DR.WAN AHMAD KAMIL,MALE,,81,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,357,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,101,PH,DR.WAN AHMAD KAMIL,MALE,,31,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,165,PEJUANG,RIZAL,MALE,,5,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,102,PH,DR.WAN AHMAD KAMIL,MALE,,43,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,195,PEJUANG,RIZAL,MALE,,9,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,88,PH,DR.WAN AHMAD KAMIL,MALE,,57,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,228,PEJUANG,RIZAL,MALE,,7,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,71,PH,DR.WAN AHMAD KAMIL,MALE,,51,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,234,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,89,PH,DR.WAN AHMAD KAMIL,MALE,,75,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,224,PEJUANG,RIZAL,MALE,,7,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,76,PH,DR.WAN AHMAD KAMIL,MALE,,77,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,324,PEJUANG,RIZAL,MALE,,5,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,122,PH,DR.WAN AHMAD KAMIL,MALE,,49,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,156,PEJUANG,RIZAL,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,101,PH,DR.WAN AHMAD KAMIL,MALE,,59,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,187,PEJUANG,RIZAL,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,109,PH,DR.WAN AHMAD KAMIL,MALE,,62,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,211,PEJUANG,RIZAL,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,KAK LONG,FEMALE,,102,PH,DR.WAN AHMAD KAMIL,MALE,,60,PAS,USTAZ DATO' TUAN IBRAHIM,MALE,,214,PEJUANG,RIZAL,MALE,,1,,,,,,,,,,,,,,,,,,,,
