UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.210_N.50_210/50/POS_1,SARAWAK,POSTAL VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/POS,UNDI POS,UNDI POS,1,129,PBB,ALLAN SIDEN GRAMONG,MALE,30,86,PKR,GEORGE NGUK FA CHEN,MALE,54,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,9,,,,,,96,15,18,,
P.210_N.50_210/50/00_1,SARAWAK,EARLY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/00,UNDI AWAL,RUMAH PERKEP IBU PEJABAT POLIS DAERAH KANOWIT,1,60,PBB,ALLAN SIDEN GRAMONG,MALE,30,58,PKR,GEORGE NGUK FA CHEN,MALE,54,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,1,,,,,,60,0,0,,
P.210_N.50_210/50/01_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/01,LUKUT,SEK. JENIS KEB. CHIH MONG,1,153,PBB,ALLAN SIDEN GRAMONG,MALE,30,87,PKR,GEORGE NGUK FA CHEN,MALE,54,49,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,13,,,,,,149,4,0,,
P.210_N.50_210/50/01_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/01,LUKUT,SEK. JENIS KEB. SHING HUA LUKUT,1,352,PBB,ALLAN SIDEN GRAMONG,MALE,30,184,PKR,GEORGE NGUK FA CHEN,MALE,54,157,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,5,,,,,,346,6,0,,
P.210_N.50_210/50/02_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/02,KANOWIT,SEK. JENIS KEB. YEE TING KANOWIT,1,219,PBB,ALLAN SIDEN GRAMONG,MALE,30,105,PKR,GEORGE NGUK FA CHEN,MALE,54,88,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,23,,,,,,216,3,0,,
P.210_N.50_210/50/02_2,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/02,KANOWIT,SEK. JENIS KEB. YEE TING KANOWIT,2,430,PBB,ALLAN SIDEN GRAMONG,MALE,30,223,PKR,GEORGE NGUK FA CHEN,MALE,54,142,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,65,,,,,,430,0,0,,
P.210_N.50_210/50/02_3,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/02,KANOWIT,SEK. JENIS KEB. YEE TING KANOWIT,3,409,PBB,ALLAN SIDEN GRAMONG,MALE,30,193,PKR,GEORGE NGUK FA CHEN,MALE,54,153,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,61,,,,,,407,2,0,,
P.210_N.50_210/50/02_4,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/02,KANOWIT,SEK. JENIS KEB. YEE TING KANOWIT,4,340,PBB,ALLAN SIDEN GRAMONG,MALE,30,146,PKR,GEORGE NGUK FA CHEN,MALE,54,131,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,55,,,,,,332,8,0,,
P.210_N.50_210/50/02_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/02,KANOWIT,TADIKA TAMAN MUHIBBAH,1,194,PBB,ALLAN SIDEN GRAMONG,MALE,30,126,PKR,GEORGE NGUK FA CHEN,MALE,54,39,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,26,,,,,,191,3,0,,
P.210_N.50_210/50/03_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/03,MAJAU,SEK. MEN. KEB. KANOWIT,1,437,PBB,ALLAN SIDEN GRAMONG,MALE,30,254,PKR,GEORGE NGUK FA CHEN,MALE,54,68,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,101,,,,,,423,14,0,,
P.210_N.50_210/50/03_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/03,MAJAU,SEK. KEB. ULU RANAN,1,372,PBB,ALLAN SIDEN GRAMONG,MALE,30,228,PKR,GEORGE NGUK FA CHEN,MALE,54,23,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,113,,,,,,364,7,1,,
P.210_N.50_210/50/03_1c,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/03,MAJAU,SEK. KEB. MAJAU,1,298,PBB,ALLAN SIDEN GRAMONG,MALE,30,211,PKR,GEORGE NGUK FA CHEN,MALE,54,55,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,25,,,,,,291,7,0,,
P.210_N.50_210/50/03_1d,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/03,MAJAU,SEK. KEB. BATU LUKING,1,329,PBB,ALLAN SIDEN GRAMONG,MALE,30,226,PKR,GEORGE NGUK FA CHEN,MALE,54,77,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,17,,,,,,320,9,0,,
P.210_N.50_210/50/04_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/04,PERANAN,RH. ALI RANTAU ENSURAI POI,1,238,PBB,ALLAN SIDEN GRAMONG,MALE,30,148,PKR,GEORGE NGUK FA CHEN,MALE,54,24,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,59,,,,,,231,7,0,,
P.210_N.50_210/50/04_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/04,PERANAN,SEK. KEB. NG. POI,1,238,PBB,ALLAN SIDEN GRAMONG,MALE,30,113,PKR,GEORGE NGUK FA CHEN,MALE,54,85,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,33,,,,,,231,7,0,,
P.210_N.50_210/50/05_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/05,POI,RH. BALAI ULU SG. POI,1,66,PBB,ALLAN SIDEN GRAMONG,MALE,30,46,PKR,GEORGE NGUK FA CHEN,MALE,54,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,12,,,,,,66,0,0,,
P.210_N.50_210/50/05_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/05,POI,SEK. KEB. NG. MENALUN,1,149,PBB,ALLAN SIDEN GRAMONG,MALE,30,51,PKR,GEORGE NGUK FA CHEN,MALE,54,23,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,73,,,,,,147,2,0,,
P.210_N.50_210/50/05_1c,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/05,POI,RH. GAMANG ULU MENUAN POI,1,28,PBB,ALLAN SIDEN GRAMONG,MALE,30,24,PKR,GEORGE NGUK FA CHEN,MALE,54,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,4,,,,,,28,0,0,,
P.210_N.50_210/50/05_1d,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.50,MACHAN,210/50/05,POI,SEK. KEB. ULU POI SEBANGKAT,1,194,PBB,ALLAN SIDEN GRAMONG,MALE,30,81,PKR,GEORGE NGUK FA CHEN,MALE,54,16,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,SEMAWI ANAK PAONG,MALE,38,96,,,,,,193,1,0,,
