UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.210_N.49_210/49/POS_1,SARAWAK,POSTAL VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/POS,UNDI POS,UNDI POS,1,73,PRS,ALEXANDER ANAK VINCENT,MALE,,46,PKR,THOMAS LAJA ANAK BESI,MALE,63,2,DAP,RICHARD ANAK LIAS,MALE,57,1,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,4,,,,,,53,0,20,,
P.210_N.49_210/49/01_1,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/01,KAJAH,SEK. KEB. NG. JAGAU,1,236,PRS,ALEXANDER ANAK VINCENT,MALE,,144,PKR,THOMAS LAJA ANAK BESI,MALE,63,34,DAP,RICHARD ANAK LIAS,MALE,57,4,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,49,,,,,,231,5,0,,
P.210_N.49_210/49/01_2,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/01,KAJAH,SEK. KEB. NG. JAGAU,2,230,PRS,ALEXANDER ANAK VINCENT,MALE,,110,PKR,THOMAS LAJA ANAK BESI,MALE,63,36,DAP,RICHARD ANAK LIAS,MALE,57,7,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,76,,,,,,229,1,0,,
P.210_N.49_210/49/02_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/02,BAT,SEK. KEB. NG. NIROK,1,311,PRS,ALEXANDER ANAK VINCENT,MALE,,77,PKR,THOMAS LAJA ANAK BESI,MALE,63,94,DAP,RICHARD ANAK LIAS,MALE,57,9,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,128,,,,,,308,3,0,,
P.210_N.49_210/49/02_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/02,BAT,PEJABAT PERTANIAN NG. NGEMAH,1,163,PRS,ALEXANDER ANAK VINCENT,MALE,,54,PKR,THOMAS LAJA ANAK BESI,MALE,63,2,DAP,RICHARD ANAK LIAS,MALE,57,10,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,92,,,,,,158,5,0,,
P.210_N.49_210/49/02_1c,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/02,BAT,SEK. KEB. NG. NGUNGUN,1,260,PRS,ALEXANDER ANAK VINCENT,MALE,,123,PKR,THOMAS LAJA ANAK BESI,MALE,63,37,DAP,RICHARD ANAK LIAS,MALE,57,2,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,92,,,,,,254,6,0,,
P.210_N.49_210/49/02_2,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/02,BAT,SEK. KEB. NG. NGUNGUN,2,367,PRS,ALEXANDER ANAK VINCENT,MALE,,149,PKR,THOMAS LAJA ANAK BESI,MALE,63,43,DAP,RICHARD ANAK LIAS,MALE,57,4,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,162,,,,,,358,9,0,,
P.210_N.49_210/49/02_3,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/02,BAT,SEK. KEB. NG. NGUNGUN,3,266,PRS,ALEXANDER ANAK VINCENT,MALE,,114,PKR,THOMAS LAJA ANAK BESI,MALE,63,32,DAP,RICHARD ANAK LIAS,MALE,57,6,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,103,,,,,,255,10,1,,
P.210_N.49_210/49/03_1a,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/03,SENGAYAN,SEK. KEB. NG. NGEMAH,1,91,PRS,ALEXANDER ANAK VINCENT,MALE,,30,PKR,THOMAS LAJA ANAK BESI,MALE,63,3,DAP,RICHARD ANAK LIAS,MALE,57,3,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,55,,,,,,91,0,0,,
P.210_N.49_210/49/03_1b,SARAWAK,ORDINARY VOTE,P.210,KANOWIT,N.49,NGEMAH,210/49/03,SENGAYAN,SEK. KEB. RANTAU DILANG,1,389,PRS,ALEXANDER ANAK VINCENT,MALE,,235,PKR,THOMAS LAJA ANAK BESI,MALE,63,7,DAP,RICHARD ANAK LIAS,MALE,57,9,,,,,,,,,,,,,,,,INDEPENDENT - HOE,DR JOSEPH JAWA ANAK KENDAWANG,MALE,62,134,,,,,,385,4,0,,
