UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.19_198/19/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/POS,UNDI POS,UNDI POS,1,187,BN,JERIP ANAK SUSIL,MALE,59,88,PKR,WILLIE ANAK MONGIN,MALE,,13,DAP,SANJAN ANAK DAIK,MALE,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,110,8,69,,
P.194_N.19_198/19/00_1a,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/00,UNDI AWAL,"RUANG B, DEWAN MINDA, JALAN LAPANGAN TERBANG",1,200,BN,JERIP ANAK SUSIL,MALE,59,186,,WILLIE ANAK MONGIN,MALE,,7,DAP,SANJAN ANAK DAIK,MALE,55,4,,,,,,,,,,,,,,,,,,,,,,,,,,197,2,1,,
P.194_N.19_198/19/00_2,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/00,UNDI AWAL,"RUANG B, DEWAN MINDA, JALAN LAPANGAN TERBANG",2,183,BN,JERIP ANAK SUSIL,MALE,59,163,,WILLIE ANAK MONGIN,MALE,,8,DAP,SANJAN ANAK DAIK,MALE,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,176,7,0,,
P.194_N.19_198/19/00_1b,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/00,UNDI AWAL,"BLOK C, BANGUNAN PEJABAT START IPD PADAWAN",1,151,BN,JERIP ANAK SUSIL,MALE,59,145,,WILLIE ANAK MONGIN,MALE,,5,DAP,SANJAN ANAK DAIK,MALE,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,0,,
P.194_N.19_198/19/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/01,MAMBONG,BALAI RAYA KPG. MAMBONG,1,421,BN,JERIP ANAK SUSIL,MALE,59,192,,WILLIE ANAK MONGIN,MALE,,205,DAP,SANJAN ANAK DAIK,MALE,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,418,3,0,,
P.194_N.19_198/19/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/02,SIBURAN,SEK. JENIS KEB. CHUNG HUA SIBURAN,1,149,BN,JERIP ANAK SUSIL,MALE,59,58,,WILLIE ANAK MONGIN,MALE,,7,DAP,SANJAN ANAK DAIK,MALE,55,81,,,,,,,,,,,,,,,,,,,,,,,,,,146,3,0,,
P.194_N.19_198/19/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/02,SIBURAN,SEK. JENIS KEB. CHUNG HUA SIBURAN,2,448,BN,JERIP ANAK SUSIL,MALE,59,134,,WILLIE ANAK MONGIN,MALE,,18,DAP,SANJAN ANAK DAIK,MALE,55,294,,,,,,,,,,,,,,,,,,,,,,,,,,446,2,0,,
P.194_N.19_198/19/02_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/02,SIBURAN,SEK. JENIS KEB. CHUNG HUA SIBURAN,3,460,BN,JERIP ANAK SUSIL,MALE,59,109,,WILLIE ANAK MONGIN,MALE,,27,DAP,SANJAN ANAK DAIK,MALE,55,322,,,,,,,,,,,,,,,,,,,,,,,,,,458,2,0,,
P.194_N.19_198/19/02_4,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/02,SIBURAN,SEK. JENIS KEB. CHUNG HUA SIBURAN,4,447,BN,JERIP ANAK SUSIL,MALE,59,125,,WILLIE ANAK MONGIN,MALE,,34,DAP,SANJAN ANAK DAIK,MALE,55,281,,,,,,,,,,,,,,,,,,,,,,,,,,440,7,0,,
P.194_N.19_198/19/02_5,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.19,MAMBONG,198/19/02,SIBURAN,SEK. JENIS KEB. CHUNG HUA SIBURAN,5,419,BN,JERIP ANAK SUSIL,MALE,59,139,,WILLIE ANAK MONGIN,MALE,,26,DAP,SANJAN ANAK DAIK,MALE,55,248,,,,,,,,,,,,,,,,,,,,,,,,,,413,6,0,,
