UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.217_N.69_217/69/POS_1,SARAWAK,POSTAL VOTE,P.217,BINTULU,N.69,KEMENA,217/69/POS,UNDI POS,UNDI POS,1,39,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,37,DAP,LEIGHTON ANAK MANJAH,MALE,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,1,,
P.217_N.69_217/69/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/01,SEBAUH,RH. LAPI SG. BINAI,1,98,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,84,DAP,LEIGHTON ANAK MANJAH,MALE,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2,0,,
P.217_N.69_217/69/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/01,SEBAUH,BALAI RAYA SEBAUH,1,309,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,264,DAP,LEIGHTON ANAK MANJAH,MALE,50,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,3,0,,
P.217_N.69_217/69/01_2,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/01,SEBAUH,BALAI RAYA SEBAUH,2,473,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,400,DAP,LEIGHTON ANAK MANJAH,MALE,50,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,7,0,,
P.217_N.69_217/69/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/01,SEBAUH,SEK. JENIS KEB. CHUNG SAN SEBAUH,1,252,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,177,DAP,LEIGHTON ANAK MANJAH,MALE,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,4,1,,
P.217_N.69_217/69/01_2,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/01,SEBAUH,SEK. JENIS KEB. CHUNG SAN SEBAUH,2,398,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,272,DAP,LEIGHTON ANAK MANJAH,MALE,50,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,2,0,,
P.217_N.69_217/69/02_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/02,LABANG,RH. RO TEBAN BARU,1,198,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,153,DAP,LEIGHTON ANAK MANJAH,MALE,50,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,2,0,,
P.217_N.69_217/69/02_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/02,LABANG,SEK. KEB. SG. SENGIAN,1,294,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,252,DAP,LEIGHTON ANAK MANJAH,MALE,50,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,15,0,,
P.217_N.69_217/69/02_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/02,LABANG,SEK. KEB. LABANG,1,233,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,195,DAP,LEIGHTON ANAK MANJAH,MALE,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,12,0,,
P.217_N.69_217/69/02_2,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.69,KEMENA,217/69/02,LABANG,SEK. KEB. LABANG,2,262,PBB,DATUK DR STEPHEN RUNDI ANAK UTOM,MALE,56,228,DAP,LEIGHTON ANAK MANJAH,MALE,50,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,2,0,,
