UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.214_N.59_214/59/POS_1,SARAWAK,POSTAL VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/POS,UNDI POS,UNDI POS,1,57,PRS,IR. CHRISTOPHER GIRA,MALE,46,32,PKR,SIMON ANAK JOSEPH,MALE,48,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,11,,,,,,44,3,10,,
P.214_N.59_214/59/00_1,SARAWAK,EARLY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/00,UNDI AWAL,DEWAN PERKEP BALAI POLIS SELANGAU,1,11,PRS,IR. CHRISTOPHER GIRA,MALE,46,7,PKR,SIMON ANAK JOSEPH,MALE,48,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,4,,,,,,11,0,0,,
P.214_N.59_214/59/01_1a,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/01,SIONG,SEK. KEB. ULU SIONG,1,269,PRS,IR. CHRISTOPHER GIRA,MALE,46,142,PKR,SIMON ANAK JOSEPH,MALE,48,20,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,101,,,,,,263,6,0,,
P.214_N.59_214/59/01_1b,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/01,SIONG,SEK. MEN. KEB. LUAR BANDAR BATU 21 JLN. OYA SIBU,1,450,PRS,IR. CHRISTOPHER GIRA,MALE,46,265,PKR,SIMON ANAK JOSEPH,MALE,48,17,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,163,,,,,,445,5,0,,
P.214_N.59_214/59/01_1c,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/01,SIONG,RH. SRI KENANGAN BATU 13 JLN. OYA-SIBU,1,186,PRS,IR. CHRISTOPHER GIRA,MALE,46,113,PKR,SIMON ANAK JOSEPH,MALE,48,13,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,59,,,,,,185,1,0,,
P.214_N.59_214/59/01_1d,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/01,SIONG,SEK. KEB. SIONG TENGAH,1,278,PRS,IR. CHRISTOPHER GIRA,MALE,46,169,PKR,SIMON ANAK JOSEPH,MALE,48,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,108,,,,,,277,1,0,,
P.214_N.59_214/59/01_1e,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/01,SIONG,SEK. KEB. SG. SIONG,1,261,PRS,IR. CHRISTOPHER GIRA,MALE,46,155,PKR,SIMON ANAK JOSEPH,MALE,48,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,99,,,,,,260,1,0,,
P.214_N.59_214/59/02_1a,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/02,TAMIN,"RH. LANTING, NG. IGU",1,291,PRS,IR. CHRISTOPHER GIRA,MALE,46,61,PKR,SIMON ANAK JOSEPH,MALE,48,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,223,,,,,,291,0,0,,
P.214_N.59_214/59/02_1b,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/02,TAMIN,SEK. KEB. BATU 36 JLN. ULU OYA,1,510,PRS,IR. CHRISTOPHER GIRA,MALE,46,285,PKR,SIMON ANAK JOSEPH,MALE,48,24,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,196,,,,,,505,5,0,,
P.214_N.59_214/59/02_1c,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/02,TAMIN,"ST. MARK`S SCHOOL, NG. TAMIN",1,302,PRS,IR. CHRISTOPHER GIRA,MALE,46,205,PKR,SIMON ANAK JOSEPH,MALE,48,5,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,84,,,,,,294,8,0,,
P.214_N.59_214/59/02_1d,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/02,TAMIN,SEK. KEB. NG. TAJAM,1,381,PRS,IR. CHRISTOPHER GIRA,MALE,46,267,PKR,SIMON ANAK JOSEPH,MALE,48,15,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,97,,,,,,379,2,0,,
P.214_N.59_214/59/03_1a,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,SEK. KEB. PENGHULU IMBAN OPS EMPURU SEKUAU,1,287,PRS,IR. CHRISTOPHER GIRA,MALE,46,190,PKR,SIMON ANAK JOSEPH,MALE,48,20,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,72,,,,,,282,5,0,,
P.214_N.59_214/59/03_2a,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,SEK. KEB. PENGHULU IMBAN OPS EMPURU SEKUAU,2,395,PRS,IR. CHRISTOPHER GIRA,MALE,46,264,PKR,SIMON ANAK JOSEPH,MALE,48,26,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,99,,,,,,389,6,0,,
P.214_N.59_214/59/03_1b,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,TADIKA KEMAS STAPANG,1,530,PRS,IR. CHRISTOPHER GIRA,MALE,46,302,PKR,SIMON ANAK JOSEPH,MALE,48,34,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,186,,,,,,522,8,0,,
P.214_N.59_214/59/03_1c,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,RH. LANTING ANAK BUDA,1,376,PRS,IR. CHRISTOPHER GIRA,MALE,46,224,PKR,SIMON ANAK JOSEPH,MALE,48,29,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,118,,,,,,371,5,0,,
P.214_N.59_214/59/03_1d,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,BALAI RAYA SEKUAU,1,300,PRS,IR. CHRISTOPHER GIRA,MALE,46,193,PKR,SIMON ANAK JOSEPH,MALE,48,18,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,87,,,,,,298,2,0,,
P.214_N.59_214/59/03_2b,SARAWAK,ORDINARY VOTE,P.214,SELANGAU,N.59,TAMIN,214/59/03,SEKUAU,BALAI RAYA SEKUAU,2,260,PRS,IR. CHRISTOPHER GIRA,MALE,46,181,PKR,SIMON ANAK JOSEPH,MALE,48,11,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DR. ALI ANAK PUJI,MALE,,66,,,,,,258,2,0,,
