UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.199_N.33_203/33/POS_1,SARAWAK,POSTAL VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/POS,UNDI POS,UNDI POS,1,80,BN,JOHNICHAL RAYONG NGIPA,MALE,54,48,PKR,NICHOLAS BAWIN ANGGAT,MALE,,3,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,1,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,1,53,4,23,,
P.199_N.33_203/33/00_1,SARAWAK,EARLY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/00,UNDI AWAL,"BILIK MESYUARAT, BALAI POLIS ENGKILILI",1,18,BN,JOHNICHAL RAYONG NGIPA,MALE,54,18,PKR,NICHOLAS BAWIN ANGGAT,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,0,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,0,18,0,0,,
P.199_N.33_203/33/01_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/01,SKRANG,SEK. KEB. LIDONG,1,359,BN,JOHNICHAL RAYONG NGIPA,MALE,54,305,PKR,NICHOLAS BAWIN ANGGAT,MALE,,15,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,2,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,32,354,5,0,,
P.199_N.33_203/33/02_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/02,ENTEBAN,SEK. KEB. NG. ENTEBAN,1,356,BN,JOHNICHAL RAYONG NGIPA,MALE,54,262,PKR,NICHOLAS BAWIN ANGGAT,MALE,,51,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,2,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,38,353,3,0,,
P.199_N.33_203/33/03_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/03,ENTALAU,SEK. KEB. ENTALAU,1,84,BN,JOHNICHAL RAYONG NGIPA,MALE,54,72,PKR,NICHOLAS BAWIN ANGGAT,MALE,,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,0,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,6,84,0,0,,
P.199_N.33_203/33/04_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/04,SEMANJU,SEK. KEB. SAN SEMANJU,1,323,BN,JOHNICHAL RAYONG NGIPA,MALE,54,227,PKR,NICHOLAS BAWIN ANGGAT,MALE,,13,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,4,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,75,319,4,0,,
P.199_N.33_203/33/04_2,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/04,SEMANJU,SEK. KEB. SAN SEMANJU,2,404,BN,JOHNICHAL RAYONG NGIPA,MALE,54,261,PKR,NICHOLAS BAWIN ANGGAT,MALE,,18,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,4,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,119,402,2,0,,
P.199_N.33_203/33/05_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/05,KASENDUH,SEK. KEB. IJOK,1,364,BN,JOHNICHAL RAYONG NGIPA,MALE,54,301,PKR,NICHOLAS BAWIN ANGGAT,MALE,,16,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,5,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,39,361,3,0,,
P.199_N.33_203/33/06_1,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/06,ENGKILILI,SEK. JENIS KEB. CHUNG HUA ENGKILILI,1,217,BN,JOHNICHAL RAYONG NGIPA,MALE,54,69,PKR,NICHOLAS BAWIN ANGGAT,MALE,,23,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,6,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,119,217,0,0,,
P.199_N.33_203/33/06_2,SARAWAK,ORDINARY VOTE,P.199,SERIAN,N.33,ENGKILILI,203/33/06,ENGKILILI,SEK. JENIS KEB. CHUNG HUA ENGKILILI,2,309,BN,JOHNICHAL RAYONG NGIPA,MALE,54,115,PKR,NICHOLAS BAWIN ANGGAT,MALE,,41,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BIRD,ADAN ANAK SANDOM,MALE,,7,INDEPENDENT - FLOWER,DR. RIDI BAUK,MALE,,141,304,5,0,,
