UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.192_N.12_196/12/POS_1,SARAWAK,POSTAL VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/POS,UNDI POS,UNDI POS,1,165,SUPP,YAP YAU SIN,MALE,50,105,DAP,CHONG CHIENG JEN,MALE,45,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,16,23,,
P.192_N.12_196/12/00_1,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"RUANG A, DEWAN SENTOSA, JLN. LAPANGAN TERBANG",1,64,SUPP,YAP YAU SIN,MALE,50,62,DAP,CHONG CHIENG JEN,MALE,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,,
P.192_N.12_196/12/00_1,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN HAMID BUGO, KEM RIA",1,366,SUPP,YAP YAU SIN,MALE,50,322,DAP,CHONG CHIENG JEN,MALE,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,7,0,,
P.192_N.12_196/12/00_1,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN MAKAN, 11 RAMD, KEM SEMENGGO",1,399,SUPP,YAP YAU SIN,MALE,50,372,DAP,CHONG CHIENG JEN,MALE,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,8,0,,
P.192_N.12_196/12/00_2,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN MAKAN, 11 RAMD, KEM SEMENGGO",2,404,SUPP,YAP YAU SIN,MALE,50,379,DAP,CHONG CHIENG JEN,MALE,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,9,0,,
P.192_N.12_196/12/00_3,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN MAKAN, 11 RAMD, KEM SEMENGGO",3,333,SUPP,YAP YAU SIN,MALE,50,306,DAP,CHONG CHIENG JEN,MALE,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,11,0,,
P.192_N.12_196/12/00_1,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN SERI ANGKASA, PANGKALAN UDARA KUCHING",1,355,SUPP,YAP YAU SIN,MALE,50,285,DAP,CHONG CHIENG JEN,MALE,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,25,0,,
P.192_N.12_196/12/00_2,SARAWAK,EARLY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/00,UNDI AWAL,"DEWAN SERI ANGKASA, PANGKALAN UDARA KUCHING",2,295,SUPP,YAP YAU SIN,MALE,50,233,DAP,CHONG CHIENG JEN,MALE,45,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,14,0,,
P.192_N.12_196/12/01_1,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,BALAI RAYA KPG. STAMPIN,1,246,SUPP,YAP YAU SIN,MALE,50,132,DAP,CHONG CHIENG JEN,MALE,45,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,2,0,,
P.192_N.12_196/12/01_2,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,BALAI RAYA KPG. STAMPIN,2,301,SUPP,YAP YAU SIN,MALE,50,101,DAP,CHONG CHIENG JEN,MALE,45,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,4,0,,
P.192_N.12_196/12/01_1,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,"BALAI PERSATUAN MASYARAKAT KAWASAN PENEMPATAN SEMULA
STAMPIN, LORONG 17A, JLN. STUTONG BARU",1,267,SUPP,YAP YAU SIN,MALE,50,174,DAP,CHONG CHIENG JEN,MALE,45,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,10,0,,
P.192_N.12_196/12/01_2,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,"BALAI PERSATUAN MASYARAKAT KAWASAN PENEMPATAN SEMULA STAMPIN, LORONG 17A, JLN. STUTONG BARU",2,438,SUPP,YAP YAU SIN,MALE,50,258,DAP,CHONG CHIENG JEN,MALE,45,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,7,0,,
P.192_N.12_196/12/01_3,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,"BALAI PERSATUAN MASYARAKAT KAWASAN PENEMPATAN SEMULA
STAMPIN, LORONG 17A, JLN. STUTONG BARU",3,412,SUPP,YAP YAU SIN,MALE,50,202,DAP,CHONG CHIENG JEN,MALE,45,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,4,0,,
P.192_N.12_196/12/01_4,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,"BALAI PERSATUAN MASYARAKAT KAWASAN PENEMPATAN SEMULA STAMPIN, LORONG 17A, JLN. STUTONG BARU",4,386,SUPP,YAP YAU SIN,MALE,50,153,DAP,CHONG CHIENG JEN,MALE,45,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,0,,
P.192_N.12_196/12/01_5,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/01,STAMPIN,"BALAI PERSATUAN MASYARAKAT KAWASAN PENEMPATAN SEMULA
STAMPIN, LORONG 17A, JLN. STUTONG BARU",5,348,SUPP,YAP YAU SIN,MALE,50,142,DAP,CHONG CHIENG JEN,MALE,45,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,3,0,,
P.192_N.12_196/12/02_1,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/02,SELEDAH,SEK. JENIS KEB. STAMPIN JLN. TUN JUGAH,1,244,SUPP,YAP YAU SIN,MALE,50,88,DAP,CHONG CHIENG JEN,MALE,45,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,6,0,,
P.192_N.12_196/12/02_2,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/02,SELEDAH,SEK. JENIS KEB. STAMPIN JLN. TUN JUGAH,2,421,SUPP,YAP YAU SIN,MALE,50,105,DAP,CHONG CHIENG JEN,MALE,45,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,2,0,,
P.192_N.12_196/12/02_3,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/02,SELEDAH,SEK. JENIS KEB. STAMPIN JLN. TUN JUGAH,3,426,SUPP,YAP YAU SIN,MALE,50,87,DAP,CHONG CHIENG JEN,MALE,45,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0,0,,
P.192_N.12_196/12/02_4,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/02,SELEDAH,SEK. JENIS KEB. STAMPIN JLN. TUN JUGAH,4,397,SUPP,YAP YAU SIN,MALE,50,77,DAP,CHONG CHIENG JEN,MALE,45,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,0,0,,
P.192_N.12_196/12/02_5,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/02,SELEDAH,SEK. JENIS KEB. STAMPIN JLN. TUN JUGAH,5,331,SUPP,YAP YAU SIN,MALE,50,58,DAP,CHONG CHIENG JEN,MALE,45,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,2,0,,
P.192_N.12_196/12/03_1,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",1,245,SUPP,YAP YAU SIN,MALE,50,101,DAP,CHONG CHIENG JEN,MALE,45,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,2,0,,
P.192_N.12_196/12/03_2,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",2,421,SUPP,YAP YAU SIN,MALE,50,171,DAP,CHONG CHIENG JEN,MALE,45,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,1,0,,
P.192_N.12_196/12/03_3,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",3,423,SUPP,YAP YAU SIN,MALE,50,157,DAP,CHONG CHIENG JEN,MALE,45,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,0,,
P.192_N.12_196/12/03_4,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",4,406,SUPP,YAP YAU SIN,MALE,50,138,DAP,CHONG CHIENG JEN,MALE,45,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,0,,
P.192_N.12_196/12/03_5,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",5,365,SUPP,YAP YAU SIN,MALE,50,115,DAP,CHONG CHIENG JEN,MALE,45,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,1,0,,
P.192_N.12_196/12/03_6,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",6,321,SUPP,YAP YAU SIN,MALE,50,120,DAP,CHONG CHIENG JEN,MALE,45,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,2,0,,
P.192_N.12_196/12/03_7,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/03,SATRIA JAYA,"SEK. KEB. SATRIA JAYA, LORONG A",7,321,SUPP,YAP YAU SIN,MALE,50,105,DAP,CHONG CHIENG JEN,MALE,45,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,2,0,,
P.192_N.12_196/12/04_1,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/04,BATU TUJOH,SEK. JENIS KEB. SAM HAP HIN KOTA SENTOSA JLN. PENRISSEN,1,196,SUPP,YAP YAU SIN,MALE,50,86,DAP,CHONG CHIENG JEN,MALE,45,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,4,0,,
P.192_N.12_196/12/04_2,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/04,BATU TUJOH,SEK. JENIS KEB. SAM HAP HIN KOTA SENTOSA JLN. PENRISSEN,2,449,SUPP,YAP YAU SIN,MALE,50,165,DAP,CHONG CHIENG JEN,MALE,45,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,7,0,,
P.192_N.12_196/12/04_3,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/04,BATU TUJOH,SEK. JENIS KEB. SAM HAP HIN KOTA SENTOSA JLN. PENRISSEN,3,442,SUPP,YAP YAU SIN,MALE,50,189,DAP,CHONG CHIENG JEN,MALE,45,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2,1,,
P.192_N.12_196/12/04_4,SARAWAK,ORDINARY VOTE,P.192,MAS GADING,N.12,KOTA SENTOSA,196/12/04,BATU TUJOH,SEK. JENIS KEB. SAM HAP HIN KOTA SENTOSA JLN. PENRISSEN,4,452,SUPP,YAP YAU SIN,MALE,50,149,DAP,CHONG CHIENG JEN,MALE,45,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,2,0,,
