UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.206_N.41_206/41/POS_1,SARAWAK,POSTAL VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/POS,UNDI POS,UNDI POS,1,91,PBB,LEN TALIF SALLEH,MALE,63,52,PAN,SOPIAN BIN JULAIHI,MALE,38,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,0,,,,,,52,3,36,,
P.206_N.41_206/41/00_1,SARAWAK,EARLY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/00,UNDI AWAL,"RUANG B, DEWAN SERBAGUNA IPD SARIKEI",1,6,PBB,LEN TALIF SALLEH,MALE,63,6,PAN,SOPIAN BIN JULAIHI,MALE,38,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,0,,,,,,6,0,0,,
P.206_N.41_206/41/01_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/01,SELALANG,SEK. KEB. MANDOR ARIS KPG. SELALANG,1,233,PBB,LEN TALIF SALLEH,MALE,63,219,PAN,SOPIAN BIN JULAIHI,MALE,38,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,2,,,,,,233,0,0,,
P.206_N.41_206/41/01_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/01,SELALANG,SEK. KEB. MANDOR ARIS KPG. SELALANG,2,212,PBB,LEN TALIF SALLEH,MALE,63,187,PAN,SOPIAN BIN JULAIHI,MALE,38,19,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,3,,,,,,209,3,0,,
P.206_N.41_206/41/02_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/02,BELAWAI,SEK. KEB. STALUN,1,165,PBB,LEN TALIF SALLEH,MALE,63,159,PAN,SOPIAN BIN JULAIHI,MALE,38,4,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,1,,,,,,164,1,0,,
P.206_N.41_206/41/02_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/02,BELAWAI,SEK. KEB. ABANG GESA,1,225,PBB,LEN TALIF SALLEH,MALE,63,183,PAN,SOPIAN BIN JULAIHI,MALE,38,24,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,11,,,,,,218,6,1,,
P.206_N.41_206/41/02_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/02,BELAWAI,SEK. KEB. ABANG GESA,2,405,PBB,LEN TALIF SALLEH,MALE,63,346,PAN,SOPIAN BIN JULAIHI,MALE,38,43,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,15,,,,,,404,1,0,,
P.206_N.41_206/41/02_3,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/02,BELAWAI,SEK. KEB. ABANG GESA,3,367,PBB,LEN TALIF SALLEH,MALE,63,290,PAN,SOPIAN BIN JULAIHI,MALE,38,61,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,10,,,,,,361,6,0,,
P.206_N.41_206/41/02_4,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/02,BELAWAI,SEK. KEB. ABANG GESA,4,321,PBB,LEN TALIF SALLEH,MALE,63,236,PAN,SOPIAN BIN JULAIHI,MALE,38,68,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,9,,,,,,313,8,0,,
P.206_N.41_206/41/03_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. SEBAYANG,1,255,PBB,LEN TALIF SALLEH,MALE,63,232,PAN,SOPIAN BIN JULAIHI,MALE,38,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,5,,,,,,251,4,0,,
P.206_N.41_206/41/03_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. ABANG GALAU,1,218,PBB,LEN TALIF SALLEH,MALE,63,195,PAN,SOPIAN BIN JULAIHI,MALE,38,9,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,7,,,,,,211,7,0,,
P.206_N.41_206/41/03_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. ABANG GALAU,2,213,PBB,LEN TALIF SALLEH,MALE,63,182,PAN,SOPIAN BIN JULAIHI,MALE,38,25,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,5,,,,,,212,1,0,,
P.206_N.41_206/41/03_3,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. ABANG GALAU,3,190,PBB,LEN TALIF SALLEH,MALE,63,157,PAN,SOPIAN BIN JULAIHI,MALE,38,27,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,1,,,,,,185,5,0,,
P.206_N.41_206/41/03_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. ABANG BUYUK KPG. JERIJEH,1,214,PBB,LEN TALIF SALLEH,MALE,63,192,PAN,SOPIAN BIN JULAIHI,MALE,38,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,2,,,,,,202,12,0,,
P.206_N.41_206/41/03_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/03,RAJANG,SEK. KEB. ABANG BUYUK KPG. JERIJEH,2,243,PBB,LEN TALIF SALLEH,MALE,63,212,PAN,SOPIAN BIN JULAIHI,MALE,38,26,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,2,,,,,,240,3,0,,
P.206_N.41_206/41/04_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. JAWA SG. KERUBONG SELALANG,1,411,PBB,LEN TALIF SALLEH,MALE,63,331,PAN,SOPIAN BIN JULAIHI,MALE,38,59,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,11,,,,,,401,10,0,,
P.206_N.41_206/41/04_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. ADIN SARE,1,253,PBB,LEN TALIF SALLEH,MALE,63,180,PAN,SOPIAN BIN JULAIHI,MALE,38,40,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,23,,,,,,243,10,0,,
P.206_N.41_206/41/04_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. ADIN SARE,2,256,PBB,LEN TALIF SALLEH,MALE,63,211,PAN,SOPIAN BIN JULAIHI,MALE,38,30,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,13,,,,,,254,2,0,,
P.206_N.41_206/41/04_3,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. ADIN SARE,3,221,PBB,LEN TALIF SALLEH,MALE,63,167,PAN,SOPIAN BIN JULAIHI,MALE,38,25,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,7,,,,,,199,22,0,,
P.206_N.41_206/41/04_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. BUKIT KINYAU,1,159,PBB,LEN TALIF SALLEH,MALE,63,147,PAN,SOPIAN BIN JULAIHI,MALE,38,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,0,,,,,,159,0,0,,
P.206_N.41_206/41/04_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. SENTEBU,1,159,PBB,LEN TALIF SALLEH,MALE,63,138,PAN,SOPIAN BIN JULAIHI,MALE,38,15,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,2,,,,,,155,4,0,,
P.206_N.41_206/41/04_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/04,SARI,SEK. KEB. ST. ANDREW SARE,1,275,PBB,LEN TALIF SALLEH,MALE,63,235,PAN,SOPIAN BIN JULAIHI,MALE,38,28,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,7,,,,,,270,5,0,,
P.206_N.41_206/41/05_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/05,SEBERANG,SEK. KEB. MUARA PAYANG SARIKEI,1,109,PBB,LEN TALIF SALLEH,MALE,63,101,PAN,SOPIAN BIN JULAIHI,MALE,38,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,4,,,,,,106,3,0,,
