UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.207_N.44_207/44/POS_1,SARAWAK,POSTAL VOTE,P.207,IGAN,N.44,JEMORENG,207/44/POS,UNDI POS,UNDI POS,1,128,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,88,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,11,,,,,,100,1,27,,
P.207_N.44_207/44/01_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/01,KUALA MATU,SEK. KEB. BRUAN MAPAL,1,78,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,43,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,5,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,30,,,,,,78,0,0,,
P.207_N.44_207/44/01_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/01,KUALA MATU,SEK. KEB. KUALA MATU,1,263,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,182,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,9,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,66,,,,,,257,6,0,,
P.207_N.44_207/44/01_2,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/01,KUALA MATU,SEK. KEB. KUALA MATU,2,246,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,164,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,69,,,,,,239,7,0,,
P.207_N.44_207/44/01_3,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/01,KUALA MATU,SEK. KEB. KUALA MATU,3,236,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,162,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,69,,,,,,233,3,0,,
P.207_N.44_207/44/01_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/01,KUALA MATU,SEK. KEB. KPG. PERGAU,1,417,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,347,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,16,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,36,,,,,,399,18,0,,
P.207_N.44_207/44/02_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/02,SOK,SEK. KEB. KPG. SOK,1,189,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,151,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,27,,,,,,185,4,0,,
P.207_N.44_207/44/03_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/03,MATU,"PERPUSTAKAAN MAJLIS DAERAH MATU-DARO, MATU",1,103,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,92,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,9,,,,,,101,2,0,,
P.207_N.44_207/44/04_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/04,SEKAAN BESAR,BANGUNAN PUSAT SUMBER JKKK KPG. TRENG,1,238,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,186,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,42,,,,,,234,4,0,,
P.207_N.44_207/44/04_1,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.44,JEMORENG,207/44/04,SEKAAN BESAR,SEK. KEB. ORANG KAYA SELAIR KPG. SEKAAN,1,318,PBB,DATO' DR. JUANDA BIN JAYA,MALE,44,236,PAN,CIKGU KIPRAWI BIN SUHAILI,MALE,70,11,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ABDULLAH BIN SAMINAN,MALE,,63,,,,,,310,8,0,,
