UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.211_N.52_211/52/POS_1,SARAWAK,POSTAL VOTE,P.211,LANANG,N.52,DUDONG,211/52/POS,UNDI POS,UNDI POS,1,376,BN,TIONG THAI KING,MALE,70,298,DAP,YAP HOI LIONG,MALE,46,9,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,14,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,321,17,38,,
P.211_N.52_211/52/00_1a,SARAWAK,EARLY VOTE,P.211,LANANG,N.52,DUDONG,211/52/00,UNDI AWAL,"DEWAN SERBAGUNA BATALION 10 JALAN UPPER LANANG, SIBU",1,461,BN,TIONG THAI KING,MALE,70,445,DAP,YAP HOI LIONG,MALE,46,3,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,2,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,6,456,5,0,,
P.211_N.52_211/52/00_1b,SARAWAK,EARLY VOTE,P.211,LANANG,N.52,DUDONG,211/52/00,UNDI AWAL,"RUANG A, WISMA PENGAMAN IPD SIBU",1,28,BN,TIONG THAI KING,MALE,70,27,DAP,YAP HOI LIONG,MALE,46,0,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,1,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,28,0,0,,
P.211_N.52_211/52/01_1a,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. KEB. BATU WONG,1,279,BN,TIONG THAI KING,MALE,70,120,DAP,YAP HOI LIONG,MALE,46,9,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,3,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,136,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,4,272,7,0,,
P.211_N.52_211/52/01_2a,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. KEB. BATU WONG,2,342,BN,TIONG THAI KING,MALE,70,133,DAP,YAP HOI LIONG,MALE,46,29,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,167,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,6,337,5,0,,
P.211_N.52_211/52/01_1b,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. KEB. NG. ASSAN,1,297,BN,TIONG THAI KING,MALE,70,125,DAP,YAP HOI LIONG,MALE,46,22,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,4,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,142,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,293,4,0,,
P.211_N.52_211/52/01_2b,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. KEB. NG. ASSAN,2,433,BN,TIONG THAI KING,MALE,70,218,DAP,YAP HOI LIONG,MALE,46,34,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,175,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,2,429,4,0,,
P.211_N.52_211/52/01_1c,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. KEB. TANJONG LATAP,1,275,BN,TIONG THAI KING,MALE,70,151,DAP,YAP HOI LIONG,MALE,46,22,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,92,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,266,9,0,,
P.211_N.52_211/52/01_1d,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/01,ASSAN,SEK. JENIS KEB. SING MING KERTO,1,394,BN,TIONG THAI KING,MALE,70,241,DAP,YAP HOI LIONG,MALE,46,110,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,1,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,36,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,389,5,0,,
P.211_N.52_211/52/02_1a,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/02,NAMAN,SEK. KEB. SG. NAMAN,1,302,BN,TIONG THAI KING,MALE,70,121,DAP,YAP HOI LIONG,MALE,46,15,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,148,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,15,299,3,0,,
P.211_N.52_211/52/02_1b,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/02,NAMAN,SEK. KEB. ULU SG. NAMAN,1,447,BN,TIONG THAI KING,MALE,70,155,DAP,YAP HOI LIONG,MALE,46,64,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,1,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,212,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,12,444,3,0,,
P.211_N.52_211/52/02_1c,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/02,NAMAN,SEK. KEB. ULU DURIN KIBA,1,322,BN,TIONG THAI KING,MALE,70,184,DAP,YAP HOI LIONG,MALE,46,21,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,108,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,4,317,5,0,,
P.211_N.52_211/52/03_1a,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/03,PAK,SEK. KEB. SG. DURIN,1,292,BN,TIONG THAI KING,MALE,70,125,DAP,YAP HOI LIONG,MALE,46,31,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,121,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,11,288,4,0,,
P.211_N.52_211/52/03_2,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/03,PAK,SEK. KEB. SG. DURIN,2,416,BN,TIONG THAI KING,MALE,70,156,DAP,YAP HOI LIONG,MALE,46,49,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,194,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,11,412,4,0,,
P.211_N.52_211/52/03_1b,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/03,PAK,SEK. JENIS KEB. HING UNG DURIN,1,392,BN,TIONG THAI KING,MALE,70,196,DAP,YAP HOI LIONG,MALE,46,172,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,18,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,388,4,0,,
P.211_N.52_211/52/03_1c,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/03,PAK,SEK. KEB. NG. PAK,1,239,BN,TIONG THAI KING,MALE,70,105,DAP,YAP HOI LIONG,MALE,46,63,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,65,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,3,236,3,0,,
P.211_N.52_211/52/03_1d,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/03,PAK,SEK. KEB. SG. NIBONG,1,495,BN,TIONG THAI KING,MALE,70,225,DAP,YAP HOI LIONG,MALE,46,147,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,0,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,108,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,4,484,8,3,,
P.211_N.52_211/52/04_1a,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/04,DUDONG,SEK. JENIS KEB. YONG SHING STABAU,1,410,BN,TIONG THAI KING,MALE,70,169,DAP,YAP HOI LIONG,MALE,46,160,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,71,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,2,404,6,0,,
P.211_N.52_211/52/04_1b,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/04,DUDONG,SEK. JENIS KEB. KWONG KOK SALIM,1,277,BN,TIONG THAI KING,MALE,70,107,DAP,YAP HOI LIONG,MALE,46,112,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,46,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,4,271,6,0,,
P.211_N.52_211/52/04_2,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/04,DUDONG,SEK. JENIS KEB. KWONG KOK SALIM,2,365,BN,TIONG THAI KING,MALE,70,144,DAP,YAP HOI LIONG,MALE,46,114,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,95,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,6,361,4,0,,
P.211_N.52_211/52/05_1,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,1,245,BN,TIONG THAI KING,MALE,70,108,DAP,YAP HOI LIONG,MALE,46,128,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,1,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,6,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,243,2,0,,
P.211_N.52_211/52/05_2,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,2,454,BN,TIONG THAI KING,MALE,70,184,DAP,YAP HOI LIONG,MALE,46,246,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,1,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,17,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,448,6,0,,
P.211_N.52_211/52/05_3,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,3,466,BN,TIONG THAI KING,MALE,70,144,DAP,YAP HOI LIONG,MALE,46,305,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,8,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,6,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,464,2,0,,
P.211_N.52_211/52/05_4,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,4,420,BN,TIONG THAI KING,MALE,70,143,DAP,YAP HOI LIONG,MALE,46,261,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,4,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,9,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,418,2,0,,
P.211_N.52_211/52/05_5,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,5,406,BN,TIONG THAI KING,MALE,70,121,DAP,YAP HOI LIONG,MALE,46,262,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,7,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,14,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,405,1,0,,
P.211_N.52_211/52/05_6,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,6,382,BN,TIONG THAI KING,MALE,70,101,DAP,YAP HOI LIONG,MALE,46,259,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,5,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,15,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,1,381,1,0,,
P.211_N.52_211/52/05_7,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/05,SALIM,SEK. MEN. KEB. BUKIT LIMA LORONG KENARI SELATAN,7,364,BN,TIONG THAI KING,MALE,70,93,DAP,YAP HOI LIONG,MALE,46,255,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,2,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,13,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,363,1,0,,
P.211_N.52_211/52/06_1,SARAWAK,ORDINARY VOTE,P.211,LANANG,N.52,DUDONG,211/52/06,LANANG,SEK. MEN. KEB. CHUNG HUA JLN. UPPER LANANG,1,174,BN,TIONG THAI KING,MALE,70,68,DAP,YAP HOI LIONG,MALE,46,97,,,,,,,,,,,STAR,TING YIIK HONG,FEMALE,49,3,,,,,,INDEPENDENT - KEY,DATO' SRI DR. BENNY LEE,MALE,,3,INDEPENDENT - CHAIR,CASPER KAYONG ANAK UMPING,MALE,,0,171,3,0,,
